"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"426688722973650944","Fri Jan 24 12:11:33 +0000 2014","7","Mahasiswa Jember Bikin Mobil Listrik http://t.co/mGY8gCYlHU via @detikoto","426688722973650944","","","in","","0","12","51","https://x.com/undefined/status/426688722973650944","69183155",
"426687234150912001","Fri Jan 24 12:05:38 +0000 2014","4","Mahasiswa Jember Bikin Mobil Listrik http://t.co/KKiCOmkwzp via @detik_foto","426687234150912001","","","in","","0","4","35","https://x.com/undefined/status/426687234150912001","69183155",
"426674652035825664","Fri Jan 24 11:15:38 +0000 2014","4","Mahasiswa Jember Bisa Bikin Mobil Listrik http://t.co/g3HCdFkT4C via @detikoto","426674652035825664","","","in","","0","8","68","https://x.com/undefined/status/426674652035825664","69183155",
"426665784744476673","Fri Jan 24 10:40:24 +0000 2014","1","Mahasiswa Jember Bikin Mobil Listrik http://t.co/jWpJYLBYCh","426665784744476673","","","in","","0","0","8","https://x.com/undefined/status/426665784744476673","80543284",
"426655859091853312","Fri Jan 24 10:00:58 +0000 2014","0","Mahasiswa Jember Bisa Bikin Mobil Listrik http://t.co/pzvjhuJBuX","426655859091853312","","","in","","0","0","3","https://x.com/undefined/status/426655859091853312","80543284",
"426507146297999360","Fri Jan 24 00:10:02 +0000 2014","0","[OTO-News] Mobil Listrik LEAF Otonom Mampu Melaju Tanpa Sopir http://t.co/LIL8eJma4j","426507146297999360","","","in","","0","1","1","https://x.com/undefined/status/426507146297999360","47596019",
"426177259024564224","Thu Jan 23 02:19:11 +0000 2014","4","Dokter Gigi Ini Pemilik Mobil Listrik Nissan ke 100.000 http://t.co/UYIvsTi3EX via @detikoto","426177259024564224","","","in","","0","0","16","https://x.com/undefined/status/426177259024564224","69183155",
"426176832828743681","Thu Jan 23 02:17:29 +0000 2014","0","Dokter Gigi Ini Pemilik Mobil Listrik Nissan ke 100.000 http://t.co/8Gjyz8Gz2n","426176832828743681","","","in","","0","0","3","https://x.com/undefined/status/426176832828743681","80543284",
"425969032039133185","Wed Jan 22 12:31:46 +0000 2014","4","Polling Kabar Hari Ini: Usaha Sewa Mobil Listrik http://t.co/QAHFgr9H9n","425969032039133185","","","in","","0","1","7","https://x.com/undefined/status/425969032039133185","55507370",
"425888022278586368","Wed Jan 22 07:09:51 +0000 2014","1","Di Masa Depan Orang Terpaku dengan Mobil Listrik http://t.co/rwtvUqhwb2 via @detikoto","425888022278586368","","","in","","0","2","20","https://x.com/undefined/status/425888022278586368","69183155",
"425878551393353728","Wed Jan 22 06:32:13 +0000 2014","0","Di Masa Depan Orang Terpaku dengan Mobil Listrik http://t.co/KnPzIL7112","425878551393353728","","","in","","0","0","4","https://x.com/undefined/status/425878551393353728","80543284",
"425806838513147904","Wed Jan 22 01:47:16 +0000 2014","0","Stasiun Pengisian Kurang Pemilik Mobil Listrik Silicon Valley Marah http://t.co/JrMKR7rfZN","425806838513147904","","","in","","0","0","0","https://x.com/undefined/status/425806838513147904","79957943",
"425067378108399616","Tue Jan 21 20:54:41 +0000 2014","0","@ricky_ruby Halo mas aku kebetulan kebetulan pengen tanya2 mengenai mobil listrik Selo. mungkin ada email? terima kasih :)","425733208110415872","","","in","","0","0","0","https://x.com/undefined/status/425733208110415872","43922847",
"425616706271068161","Tue Jan 21 13:11:45 +0000 2014","0","Stasiun Pengisian Kurang Pemilik Mobil Listrik Silicon Valley Marah http://t.co/jSYV9Pr6KH","425616706271068161","","","in","","0","0","0","https://x.com/undefined/status/425616706271068161","79957943",
"425578452021174272","Tue Jan 21 10:39:44 +0000 2014","0","Stasiun Pengisian Kurang Pemilik Mobil Listrik Silicon Valley Marah http://t.co/RVXhT7d9fi","425578452021174272","","","in","","0","0","0","https://x.com/undefined/status/425578452021174272","79957943",
"425558907663036416","Tue Jan 21 09:22:04 +0000 2014","0","Stasiun Pengisian Kurang Pemilik Mobil Listrik Silicon Valley Marah: Semakin banyaknya pemilik mobil listrik ... http://t.co/IkykTEaI2C","425558907663036416","","","in","","0","0","0","https://x.com/undefined/status/425558907663036416","79957943",
"424505764242141184","Sat Jan 18 11:37:15 +0000 2014","0","OTOMOTIF TERPOPULER BMW Tunjukkan Mobil Konsep Listrik i5 http://t.co/HtnkjhBHPe via @tribunnews","424505764242141184","","","in","","0","0","6","https://x.com/undefined/status/424505764242141184","124171593",
"424427676409937920","Sat Jan 18 06:26:58 +0000 2014","0","Balap Mobil Listrik Formula E Dimulai Tahun Ini http://t.co/RsZ9g29D8W","424427676409937920","","","in","","0","0","2","https://x.com/undefined/status/424427676409937920","22126902",
"423989161805103104","Fri Jan 17 01:24:28 +0000 2014","4","Pabrikan Mobil Listrik Ini Mulai Rambah Negeri Tirai Bambu http://t.co/NjcuZjtSIK via @detikoto","423989161805103104","","","in","","0","0","23","https://x.com/undefined/status/423989161805103104","69183155",
"423988771407675392","Fri Jan 17 01:22:55 +0000 2014","0","Pabrikan Mobil Listrik Ini Mulai Rambah Negeri Tirai Bambu http://t.co/91RdqK5u8j","423988771407675392","","","in","","0","0","4","https://x.com/undefined/status/423988771407675392","80543284",
"423875923897614336","Thu Jan 16 17:54:30 +0000 2014","1","Tempat Pengisian Daya Belum Memadai Mobil Listrik Terhambat http://t.co/7ntPiCcRNS","423875923897614336","","","in","","0","0","1","https://x.com/undefined/status/423875923897614336","36904795",
"423713837309632512","Thu Jan 16 07:10:25 +0000 2014","4","Artis Hollywood Tengah Keranjingan Mobil Listrik Ini http://t.co/qdG52wFclF via @detikoto","423713837309632512","","","in","","0","1","11","https://x.com/undefined/status/423713837309632512","69183155",
"423701689325998080","Thu Jan 16 06:22:09 +0000 2014","0","Artis Hollywood Tengah Keranjingan Mobil Listrik Ini http://t.co/6NT8rJMUm3","423701689325998080","","","in","","0","0","2","https://x.com/undefined/status/423701689325998080","80543284",
"423437463194177536","Wed Jan 15 12:52:12 +0000 2014","0","Mobil gue Xenia tapi di dalemnya ada meja kecil buat gambar2. Selalu sedia kertas &amp; pensil warna plus lampu LED colok ke listrik.","423437463194177536","","","in","","0","0","0","https://x.com/undefined/status/423437463194177536","79943743",
"423436699356889088","Wed Jan 15 12:49:10 +0000 2014","0","Krn macetnya Jakarta mobil gue dimodif jadi karavan mini. Semua ada termasuk colokan listrik 220volt.","423436699356889088","","","in","","0","0","0","https://x.com/undefined/status/423436699356889088","79943743",
"423333370232573952","Wed Jan 15 05:58:35 +0000 2014","1","Seperti apa mobil listrik tanpa pengemudi yg dipamerkan di pameran elektronik konsumen internasional di AS? Ikuti #KompasSiang saat ini","423333370232573952","","","in","","0","0","5","https://x.com/undefined/status/423333370232573952","71436318",
"423318156644724736","Wed Jan 15 04:58:08 +0000 2014","1","Seperti apa mobil listrik tanpa pengemudi yg dipamerkan di pameran elektronik konsumen internasional di AS? Ikuti #KompasSiang pkl 12.00 WIB","423318156644724736","","","in","","0","1","3","https://x.com/undefined/status/423318156644724736","71436318",
"423285092492902401","Wed Jan 15 02:46:44 +0000 2014","0","VW: Kami Butuh Mobil Listrik http://t.co/6Z0oKYbC9z","423285092492902401","","","in","","0","0","2","https://x.com/undefined/status/423285092492902401","80543284",
"423285009856737281","Wed Jan 15 02:46:25 +0000 2014","6","VW: Kami Butuh Mobil Listrik http://t.co/ANKRYtAfTc via @detikoto","423285009856737281","","","in","","0","0","13","https://x.com/undefined/status/423285009856737281","69183155",
"421974439052337152","Sat Jan 11 12:53:55 +0000 2014","0","@RadioElshinta Info Kebakaran sdh padamkan 1 rmh terbakar 14unit mobil DPK jakpus diduga arus pendek listrik kerugian masih dlm pendataan","421988342335410177","","RadioElshinta","in","","0","0","1","https://x.com/undefined/status/421988342335410177","460021303",
"421982979078889472","Sat Jan 11 12:53:15 +0000 2014","0","@RescueHippindo_ Info Kebakaran sdh padamkan 1 rmh terbakar 14unit mobil DPK jakpus diduga arus pendek listrik kerugian masih dlm pendataan","421988174399668224","","RescueHippindo_","in","","0","0","0","https://x.com/undefined/status/421988174399668224","460021303",
"421988104669364224","Sat Jan 11 12:52:58 +0000 2014","0","@infokebakaran_Info Kebakaran sdh padamkan 1 rmh terbakar 14unit mobil DPK jakpus diduga arus pendek listrik kerugian masih dlm pendataan.","421988104669364224","","","in","","0","0","0","https://x.com/undefined/status/421988104669364224","460021303",
"421983944016273408","Sat Jan 11 12:52:38 +0000 2014","0","@Husin_Rescue Info Kebakaran sdh padamkan 1 rmh terbakar 14 unit mobil DPK jakpus diduga arus pendek listrik kerugian masih dlm pendataan.","421988017541111808","","Husin_Rescue","in","","0","0","0","https://x.com/undefined/status/421988017541111808","460021303",
"421825375719538690","Sat Jan 11 02:06:21 +0000 2014","1","Tempat Pengisian Daya Belum Memadai Mobil Listrik Terhambat http://t.co/7ntPiCcRNS","421825375719538690","","","in","","0","0","1","https://x.com/undefined/status/421825375719538690","36904795",
"420496376137388032","Tue Jan 07 10:05:23 +0000 2014","1","Samsung Galaxy Gear Bisa Dipakai untuk Ngecek Baterai Mobil Listrik http://t.co/1OMXjTVGqr via @detikoto","420496376137388032","","","in","","0","4","61","https://x.com/undefined/status/420496376137388032","69183155",
"420495600736403456","Tue Jan 07 10:02:18 +0000 2014","1","Samsung Galaxy Gear Bisa Dipakai untuk Ngecek Baterai Mobil Listrik http://t.co/GZ0teYdHPB","420495600736403456","","","in","","0","0","8","https://x.com/undefined/status/420495600736403456","80543284",
"420472466419380224","Tue Jan 07 08:30:22 +0000 2014","0","Mobil Listrik dengan Kecepatan 225 Km/Jam Dipamerkan di Las Vegas http://t.co/xHXPlLrIGH","420472466419380224","","","in","","0","0","0","https://x.com/undefined/status/420472466419380224","124390203",
"420463872869666816","Tue Jan 07 08:12:34 +0000 2014","0","#lalin #laka 14:56 | @JogjaShalat: R.road sltn timur jl.Bantul ada mobil ketiban tiang listrik http://t.co/ze7GTPgLGA *cc: @Korlantas","420467984390295552","https://pbs.twimg.com/media/BdXJqhwIAAAZSCH.jpg","JogjaShalat","in","","0","2","5","https://x.com/undefined/status/420467984390295552","106780531",
"420461668670259201","Tue Jan 07 07:47:28 +0000 2014","0","#lalinYK tiang listrik roboh menimpa sebuah mobil pikup pengangkut kelapa lokasi ringroad selatan @ithasiiteung http://t.co/9qxijvYbe8","420461668670259201","https://pbs.twimg.com/media/BdXHLK1CAAATDyF.jpg","","in","","0","1","16","https://x.com/undefined/status/420461668670259201","537556372",
"420460403823345664","Tue Jan 07 07:42:26 +0000 2014","0","Mobil Listrik dengan Kecepatan 225 Km/Jam Dipamerkan di Las Vegas - http://t.co/Mmw2u4MANo @portalkbr","420460403823345664","","","in","","0","0","0","https://x.com/undefined/status/420460403823345664","124390203",
"419684802317385730","Sun Jan 05 04:20:28 +0000 2014","0","Kilas Sejarah 5 Januari 2013 - Menteri BUMN Dahlan Iskan mengalami kecelakaan saat melakukan uji coba purwarupa mobil listrik Tucuxi.","419684802317385730","","","in","","0","1","0","https://x.com/undefined/status/419684802317385730","2256063276",
"419645976542863360","Sun Jan 05 01:46:12 +0000 2014","0","Dengan memakai mobil listrik penggunaan bahan bakar tak terbarukan yang sudah mulai menipis seperti bensin dan solar dapat dihemat :)","419645976542863360","","","in","","0","0","1","https://x.com/undefined/status/419645976542863360","74914639",
"419645221580705792","Sun Jan 05 01:43:12 +0000 2014","0","2. Mobil listrik. Krn jarak tempuh mobil mencapai 450 km dlm sekali pengisian baterai mobil ini mulai dilirik. Sayang Indonesia blm ada :(","419645221580705792","","","in","","0","0","1","https://x.com/undefined/status/419645221580705792","74914639",
"419338048745115648","Sat Jan 04 05:22:36 +0000 2014","4","Beli Mobil VW Listrik Dapat Pinjaman Mobil Bensin http://t.co/9OuV0ig2l5 via @detikoto","419338048745115648","","","in","","0","1","23","https://x.com/undefined/status/419338048745115648","69183155",
"419335914242859008","Sat Jan 04 05:14:07 +0000 2014","1","Beli Mobil VW Listrik Dapat Pinjaman Mobil Bensin http://t.co/aqEnDCKO89","419335914242859008","","","in","","0","0","4","https://x.com/undefined/status/419335914242859008","80543284",
"419183871364583424","Fri Jan 03 19:09:57 +0000 2014","0","Honda MC-β untuk Uji Respons Kendaraan Komuter Listrik: PRLM - Honda dianggap bukan pembuat mobil t... http://t.co/xoHLrLzCB3","419183871364583424","","","in","","0","0","0","https://x.com/undefined/status/419183871364583424","58880688",
"418575982472085504","Thu Jan 02 02:54:25 +0000 2014","1","GM Akuisisi Pabrikan Mobil Listrik Ini? http://t.co/34BjhJtG4t","418575982472085504","","","in","","0","0","3","https://x.com/undefined/status/418575982472085504","80543284",
"418575102171566081","Thu Jan 02 02:50:55 +0000 2014","4","GM Akuisisi Pabrikan Mobil Listrik Ini? http://t.co/Dh5gJfa3Ox via @detikoto","418575102171566081","","","in","","0","0","12","https://x.com/undefined/status/418575102171566081","69183155",
"418335802808995841","Wed Jan 01 11:00:02 +0000 2014","0","Jatuh bangun mobil listrik anak buah Dahlan http://t.co/3PpXmxqHa1 #Riil","418335802808995841","","","in","","0","0","0","https://x.com/undefined/status/418335802808995841","456426648",
"417999155013746688","Tue Dec 31 12:42:19 +0000 2013","2","Sewa Mobil Listrik di Vending Machine Terbesar http://t.co/1lPonLruUq via @detikoto","417999155013746688","","","in","","0","0","8","https://x.com/undefined/status/417999155013746688","69183155",
"417998414857527296","Tue Dec 31 12:39:22 +0000 2013","1","Sewa Mobil Listrik di Vending Machine Terbesar http://t.co/zWg67tsA5F","417998414857527296","","","in","","0","0","4","https://x.com/undefined/status/417998414857527296","80543284",
"417934031536148481","Tue Dec 31 08:23:32 +0000 2013","1","Kado Natal dan Tahun Baru Anne Hathaway Mobil Listrik Imut http://t.co/jbjjfDvmy9","417934031536148481","","","in","","0","0","4","https://x.com/undefined/status/417934031536148481","80543284",
"417933432681799680","Tue Dec 31 08:21:09 +0000 2013","4","Kado Natal dan Tahun Baru Anne Hathaway Mobil Listrik Imut http://t.co/o7q3QPsqEz","417933432681799680","","","in","","0","2","15","https://x.com/undefined/status/417933432681799680","69183155",
"417861992716570624","Tue Dec 31 03:37:17 +0000 2013","0","15. Des 2013 http://t.co/m3loTc1ljq PKB dukung program percepatan pengembangan mobil listrik di Indonesia @nuryasin164 #kaleidoskopSikapPKB","417861992716570624","","","in","","0","0","1","https://x.com/undefined/status/417861992716570624","748953283",
"417861756170403840","Tue Dec 31 03:36:20 +0000 2013","0","14. Jan 2013 http://t.co/JfiXwq1bFN PKB sesalkan Menteri BUMN DI abai/langgar peraturan saat coba mobil listrik Tucuxi di jalan umum.","417861756170403840","","","in","","0","0","1","https://x.com/undefined/status/417861756170403840","748953283",
"417822433165332480","Tue Dec 31 01:00:05 +0000 2013","0","07.59: Kabel listrik terbakar akibat pohon tumbang di depan 7-Eleven Jln Tendean Jaksel sdh ada 1 mobil pemadam kebakaran | (P. Dwi)","417822433165332480","","","in","","0","1","3","https://x.com/undefined/status/417822433165332480","121640063",
"417573117007917056","Mon Dec 30 08:29:23 +0000 2013","2","Fenomena Mobil Listrik di 2013 http://t.co/n7qGkDL7z0 via @detikfinance","417573117007917056","","","in","","0","1","21","https://x.com/undefined/status/417573117007917056","69183155",
"417550301327945728","Mon Dec 30 06:58:44 +0000 2013","0","Fenomena Mobil Listrik di 2013 http://t.co/NP09JR5wth","417550301327945728","","","in","","0","1","3","https://x.com/undefined/status/417550301327945728","135795460",
"417349301115699200","Sun Dec 29 17:40:02 +0000 2013","0","Samsung akan produksi mobil listrik? http://t.co/KX22p2DZhC #It","417349301115699200","","","in","","0","1","0","https://x.com/undefined/status/417349301115699200","456426648",
"416525684391956480","Fri Dec 27 11:07:16 +0000 2013","2","Harga Mobil Listrik Bekas Dimasa Depan Bakal Anjlok http://t.co/tTRlOiKzHA via @detikoto","416525684391956480","","","in","","0","1","19","https://x.com/undefined/status/416525684391956480","69183155",
"416517158743449602","Fri Dec 27 10:33:23 +0000 2013","1","Harga Mobil Listrik Bekas Dimasa Depan Bakal Anjlok http://t.co/Gc4duwUnPD","416517158743449602","","","in","","0","0","1","https://x.com/undefined/status/416517158743449602","80543284",
"416335523569868800","Thu Dec 26 22:31:38 +0000 2013","0","http://t.co/Ph251w0E2u Ada Mobil Listrik Mitsubishi di JIExpo Kemayoran: Ada yang menarik d... http://t.co/1kPWn2DSkR Local Breaking News","416335523569868800","","","in","","0","0","0","https://x.com/undefined/status/416335523569868800","80885324",
"416334216968675329","Thu Dec 26 22:26:27 +0000 2013","0","Ada Mobil Listrik Mitsubishi di JIExpo Kemayoran http://t.co/jg08qZFeem via @tribunnews","416334216968675329","","","in","","0","0","6","https://x.com/undefined/status/416334216968675329","124171593",
"416324303076868097","Thu Dec 26 21:47:03 +0000 2013","0","04.45: Mobil Pajero Sport warna hitam menabrak tiang listrik di jln.Boulevard Barat Kelapa Gading #Jkt sdh ada petugas. | (P. Bambang)","416324303076868097","","","in","","0","1","1","https://x.com/undefined/status/416324303076868097","121640063",
"415343163650228224","Tue Dec 24 04:48:21 +0000 2013","0","Mobil Listrik Yang Eksis Sepanjang 2013 http://t.co/wCHHXrCq6q *ada UB juga lho* :)","415343163650228224","","","in","","0","0","3","https://x.com/undefined/status/415343163650228224","440969307",
"415324544337862656","Tue Dec 24 03:34:22 +0000 2013","0","Mobil Listrik untuk Menristek Sudah Pakai Pelat Nomor. http://t.co/orAj5iFtOP","415324544337862656","","","in","","0","0","1","https://x.com/undefined/status/415324544337862656","220151003",
"415307873350987776","Tue Dec 24 02:28:07 +0000 2013","0","Cerita peneliti LIPI kembangkan mobil listrik contek Timor. http://t.co/y9iqy2R3ca","415307873350987776","","","in","","0","0","1","https://x.com/undefined/status/415307873350987776","220151003",
"415127187012845568","Mon Dec 23 14:30:08 +0000 2013","1","Soal Mobil Listrik Menristek Tak Banyak Nuntut http://t.co/j3uNLpBv5Y via @detikoto","415127187012845568","","","in","","0","0","10","https://x.com/undefined/status/415127187012845568","69183155",
"415126183160737793","Mon Dec 23 14:26:09 +0000 2013","0","Soal Mobil Listrik Menristek Tak Banyak Nuntut http://t.co/gGgSwuzugM","415126183160737793","","","in","","0","0","2","https://x.com/undefined/status/415126183160737793","80543284",
"415091932189036545","Mon Dec 23 12:10:03 +0000 2013","0","Apa yang Bakal Dilakukan Jika Mobil Listrik Menristek Ini Diproduksi? http://t.co/NRO5fKeTx3 via @detikoto","415091932189036545","","","in","","0","4","17","https://x.com/undefined/status/415091932189036545","69183155",
"415085426433486848","Mon Dec 23 11:44:12 +0000 2013","0","Apa yang Bakal Dilakukan Jika Mobil Listrik Menristek Ini Diproduksi? http://t.co/idX9F6Kxrx","415085426433486848","","","in","","0","0","3","https://x.com/undefined/status/415085426433486848","80543284",
"415053725451816960","Mon Dec 23 09:38:14 +0000 2013","3","Mobil Listrik Menristek 2 Level Lagi Menuju Sempurna http://t.co/3Sdyi7jpfN via @detikoto","415053725451816960","","","in","","0","1","23","https://x.com/undefined/status/415053725451816960","69183155",
"415050998457978881","Mon Dec 23 09:27:23 +0000 2013","2","Mobil Listrik Ciputat Takkan Menandingi Mobil Listrik Dahlan http://t.co/WzMMrpKEj7 via @detikoto","415050998457978881","","","in","","0","2","26","https://x.com/undefined/status/415050998457978881","69183155",
"415048646971781120","Mon Dec 23 09:18:03 +0000 2013","0","Mobil Listrik Menristek 2 Level Lagi Menuju Sempurna http://t.co/8FHqCpsCXb","415048646971781120","","","in","","0","0","2","https://x.com/undefined/status/415048646971781120","80543284",
"415047371374862336","Mon Dec 23 09:12:59 +0000 2013","0","Jalan panjang menuju era mobil listrik http://t.co/OWOkGJqBGZ","415047371374862336","","","in","","0","0","1","https://x.com/undefined/status/415047371374862336","18071520",
"415045907768303617","Mon Dec 23 09:07:10 +0000 2013","0","Mobil Listrik Ciputat Takkan Menandingi Mobil Listrik Dahlan http://t.co/EyaaCHWbjs","415045907768303617","","","in","","0","0","1","https://x.com/undefined/status/415045907768303617","80543284",
"415031902597181440","Mon Dec 23 08:11:31 +0000 2013","6","Mobil Listrik Asal Ciputat Mulai Dipromosikan Awal 2014 http://t.co/8QlbDnaBRl via @detikoto","415031902597181440","","","in","","0","3","43","https://x.com/undefined/status/415031902597181440","69183155",
"415029150559133696","Mon Dec 23 08:00:35 +0000 2013","1","Mobil Listrik untuk Menristek Sudah Pakai Pelat Nomor http://t.co/NuMddc70KE via @detikoto","415029150559133696","","","in","","0","1","15","https://x.com/undefined/status/415029150559133696","69183155",
"415028123961290752","Mon Dec 23 07:56:30 +0000 2013","0","Mobil Listrik Asal Ciputat Mulai Dipromosikan Awal 2014 http://t.co/9SEzimB1m6","415028123961290752","","","in","","0","0","6","https://x.com/undefined/status/415028123961290752","80543284",
"415023881917698048","Mon Dec 23 07:39:38 +0000 2013","0","Mobil Listrik untuk Menristek Sudah Pakai Pelat Nomor http://t.co/uRJvxcJLBK","415023881917698048","","","in","","0","0","0","https://x.com/undefined/status/415023881917698048","80543284",
"415015588134535169","Mon Dec 23 07:06:41 +0000 2013","4","Mengintip Kehebatan 4 Mobil Listrik Nasional http://t.co/YCm4reYiSI via @detikoto","415015588134535169","","","in","","0","1","24","https://x.com/undefined/status/415015588134535169","69183155",
"415008825612062720","Mon Dec 23 06:39:49 +0000 2013","0","Mengintip Kehebatan 4 Mobil Listrik Nasional http://t.co/tKXDlkQk8e","415008825612062720","","","in","","0","0","5","https://x.com/undefined/status/415008825612062720","80543284",
"415007415508029441","Mon Dec 23 06:34:12 +0000 2013","1","Mobil Listrik Ciputat Belum Ada Power Steering http://t.co/ims7F1yLzB via @detikoto","415007415508029441","","","in","","0","0","21","https://x.com/undefined/status/415007415508029441","69183155",
"415006065013440512","Mon Dec 23 06:28:50 +0000 2013","0","Mobil Listrik Ciputat Belum Ada Power Steering http://t.co/YmDJwm6ooR","415006065013440512","","","in","","0","1","6","https://x.com/undefined/status/415006065013440512","80543284",
"415000285681963008","Mon Dec 23 06:05:53 +0000 2013","0","http://t.co/wZ6oKK3TLj Jurus pemerintah dan swasta atasi masalah mobil listrik nasional #Uang","415000285681963008","","","in","","0","0","1","https://x.com/undefined/status/415000285681963008","456426648",
"414984592181829633","Mon Dec 23 05:03:31 +0000 2013","0","Jd Ingat Mobil Listrik Nabrak @medyudhapradja: @iskan_dahlan ga ada mslah dg kelakuan Bupati Ngada blokir bandara http://t.co/8kSHykNtmO ","414984592181829633","","","in","","0","7","2","https://x.com/undefined/status/414984592181829633","46651600",
"414930870735089665","Mon Dec 23 01:30:03 +0000 2013","0","Jurus pemerintah dan swasta atasi masalah mobil listrik nasional http://t.co/wZ6oKK3TLj #Riil","414930870735089665","","","in","","0","0","1","https://x.com/undefined/status/414930870735089665","456426648",
"414759741269635072","Sun Dec 22 14:10:02 +0000 2013","0","Pemerintah mimpi mobil listrik Indonesia kalahkan China http://t.co/ZpFfG8IouA #Riil","414759741269635072","","","in","","0","0","0","https://x.com/undefined/status/414759741269635072","456426648",
"414743379256160256","Sun Dec 22 13:05:01 +0000 2013","0","BSN ingin Indonesia jadi kiblat standar mobil listrik dunia http://t.co/qf3F8ytBRf #Riil","414743379256160256","","","in","","0","1","0","https://x.com/undefined/status/414743379256160256","456426648",
"414714436847280128","Sun Dec 22 11:10:01 +0000 2013","1","Cerita peneliti LIPI kembangkan mobil listrik contek Timor http://t.co/yRb2Iif7rb #Riil","414714436847280128","","","in","","0","0","3","https://x.com/undefined/status/414714436847280128","456426648",
"414701856925839360","Sun Dec 22 10:20:02 +0000 2013","2","Dengan mobil listrik Bandung - Sukabumi cuma Rp 37.000 http://t.co/SBcAjQ7jva #Energi","414701856925839360","","","in","","0","0","0","https://x.com/undefined/status/414701856925839360","456426648",
"414662848409636864","Sun Dec 22 07:45:01 +0000 2013","0","Berikut usaha Tim Putra Petir sempurnakan mobil listrik Dahlan http://t.co/cjnH9EbpKR #Riil","414662848409636864","","","in","","0","0","0","https://x.com/undefined/status/414662848409636864","456426648",
"414659002446778368","Sun Dec 22 07:29:44 +0000 2013","2","Menristek: Mobil Listrik Bisa Kurangi Biaya Berobat http://t.co/eNIcDmk3yJ via @detikoto","414659002446778368","","","in","","0","0","16","https://x.com/undefined/status/414659002446778368","69183155",
"414657092444626944","Sun Dec 22 07:22:09 +0000 2013","0","Menristek: Mobil Listrik Bisa Kurangi Biaya Berobat http://t.co/v9j6p2kans","414657092444626944","","","in","","0","0","3","https://x.com/undefined/status/414657092444626944","80543284",
"414653699999293440","Sun Dec 22 07:08:40 +0000 2013","3","Kapan Mobil Listrik Diproduksi di Indonesia? http://t.co/sUugc54alv via @detikoto","414653699999293440","","","in","","0","5","23","https://x.com/undefined/status/414653699999293440","69183155",
"414651755087933440","Sun Dec 22 07:00:56 +0000 2013","0","Kapan Mobil Listrik Diproduksi di Indonesia? http://t.co/Gnr3fVrP2i","414651755087933440","","","in","","0","2","3","https://x.com/undefined/status/414651755087933440","80543284",
"414630133467586561","Sun Dec 22 05:35:01 +0000 2013","1","Uji coba mobil listrik http://t.co/UgLAMY0WPP #Publik","414630133467586561","","","in","","0","0","0","https://x.com/undefined/status/414630133467586561","456426648",
"414627119084220416","Sun Dec 22 05:23:03 +0000 2013","6","Mobil Listrik Buatan Depok Jadi Perhatian http://t.co/iX2Um3rHiC via @detikoto","414627119084220416","","","in","","0","3","76","https://x.com/undefined/status/414627119084220416","69183155",
"414625109618339840","Sun Dec 22 05:15:04 +0000 2013","2","Mobil Listrik Buatan Depok Jadi Perhatian http://t.co/LMdAM4RYF0","414625109618339840","","","in","","0","3","11","https://x.com/undefined/status/414625109618339840","80543284",
"414625097303867392","Sun Dec 22 05:15:01 +0000 2013","1","SBY lengser baru mobil listrik nasional bisa produksi massal http://t.co/s4J7rF2zU8 #Riil","414625097303867392","","","in","","0","0","1","https://x.com/undefined/status/414625097303867392","456426648",
"414621846105903104","Sun Dec 22 05:02:06 +0000 2013","2","Mobil Listrik Kapan Ada STNK-nya? http://t.co/lrpbB5Ce19 via @detikoto","414621846105903104","","","in","","0","4","22","https://x.com/undefined/status/414621846105903104","69183155",
"414621095145136129","Sun Dec 22 04:59:07 +0000 2013","1","Mobil Listrik Kapan Ada STNK-nya? http://t.co/FkmbuYsvQs","414621095145136129","","","in","","0","1","6","https://x.com/undefined/status/414621095145136129","80543284",
"414619186543857665","Sun Dec 22 04:51:31 +0000 2013","4","Demi Mobil Listrik Menristek Rela Hujan-hujanan http://t.co/C998I9lH2c via @detikoto","414619186543857665","","","in","","0","3","18","https://x.com/undefined/status/414619186543857665","69183155",
"414617165069709314","Sun Dec 22 04:43:30 +0000 2013","0","Demi Mobil Listrik Menristek Rela Hujan-hujanan http://t.co/J3RtdHcaXr","414617165069709314","","","in","","0","0","5","https://x.com/undefined/status/414617165069709314","80543284",
"414616555498909696","Sun Dec 22 04:41:04 +0000 2013","6","Menristek: Kami Ingin Mobil Listrik Semakin Dikenal Masyarakat http://t.co/wmts0yFyDP via @detikoto","414616555498909696","","","in","","0","3","34","https://x.com/undefined/status/414616555498909696","69183155",
"414615807327354881","Sun Dec 22 04:38:06 +0000 2013","0","Menristek: Kami Ingin Mobil Listrik Semakin Dikenal Masyarakat http://t.co/zLi0qm7RLo","414615807327354881","","","in","","0","1","6","https://x.com/undefined/status/414615807327354881","80543284",
"414599932612718592","Sun Dec 22 03:35:01 +0000 2013","1","Mobil listrik Dahlan mejeng di pesta rakyat Kemenristek http://t.co/UVI2iOeY6w #Riil","414599932612718592","","","in","","0","1","0","https://x.com/undefined/status/414599932612718592","456426648",
"414301274557784064","Sat Dec 21 07:48:15 +0000 2013","0","Kemenristek soal pengembangan mobil listrik http://t.co/4ADJDCVD8l","414301274557784064","","","in","","0","0","0","https://x.com/undefined/status/414301274557784064","18071520",
